城市编码,城市,大类,中类,小类,名称,经度,纬度
450100,南宁市,汽车服务,汽车配件销售,汽车配件销售,南宁市万里国际汽配城,108.338654,22.839223
450100,南宁市,汽车服务,汽车配件销售,汽车配件销售,东盟国际汽配城,108.265467,22.772950
450100,南宁市,汽车服务,二手车交易,二手车交易,五象汽车生活广场,108.348610,22.721864
450100,南宁市,汽车服务,加油站,加油站,白沙加油站,108.335457,22.787940
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁中心东盟加油站,108.395024,22.801702
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁五象体育中心加油站,108.401425,22.758023
450100,南宁市,汽车服务,二手车交易,二手车交易,新畅行智慧二手车城,108.294006,22.875665
450100,南宁市,汽车服务,汽车服务相关,汽车服务相关,南宁耀大汽车超市,108.288682,22.875980
450100,南宁市,汽车服务,加油站,中国石油,中国石油金凤加油站,108.409473,22.824364
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁中心长湖加油站,108.368220,22.825963
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁中心竹溪加油站,108.373218,22.805526
450100,南宁市,汽车服务,汽车服务相关,汽车服务相关,东风本田汽车鑫广达特约销售服务店,108.249070,22.869207
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片机场园区3号加油站,108.201827,22.614142
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西交能石化蟠龙加油站,108.373003,22.778627
450100,南宁市,汽车服务,加油站,加油站,中化石油金能加油站,108.260312,22.803732
450100,南宁市,汽车服务,加油站,中国石化,中国石化中心南湖加油站,108.355140,22.812512
450100,南宁市,汽车服务,加油站,加油站,中国国际能源金安加油站,108.303326,22.795633
450100,南宁市,汽车服务,二手车交易,二手车交易,广西吉运二手车市场,108.297055,22.879240
450100,南宁市,汽车服务,加油站,中国石化,中国石化安吉加油站,108.298079,22.877808
450100,南宁市,汽车服务,加油站,加油站,中化石油北湖加油站,108.322668,22.843292
450100,南宁市,汽车服务,加油站,加油站,中航石化桃源加油站,108.333204,22.798900
450100,南宁市,汽车服务,加油站,中国石化,中国石化北环加油站,108.262168,22.853584
450100,南宁市,汽车服务,加油站,中国石化,中国石化加油站(白沙大道辅路),108.320123,22.781414
450100,南宁市,汽车服务,加油站,加油站,晨曦石油壮锦加油站,108.272750,22.788433
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁邕宁金海加油站,108.340809,22.717880
450100,南宁市,汽车服务,其它能源站,其它能源站,远迈石油科园CNG加油加气站,108.271348,22.869974
450100,南宁市,汽车服务,加油站,中国石化,中国石化南宁新桥运加油站,108.361571,22.838409
450100,南宁市,汽车服务,加油站,加油站,正达石化秀厢加油站,108.294790,22.854740
450100,南宁市,汽车服务,加油站,中国石化,中国石化加油站(大学西路辅路),108.228784,22.836057
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片南站西加油站,108.282884,22.776421
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁邕宁龙岗3加油站,108.471866,22.780027
450100,南宁市,汽车服务,加油站,加油站,太康石油青秀加油站,108.356429,22.794765
450100,南宁市,汽车服务,加油站,加油站,金壮石油高新加油站,108.271337,22.849432
450100,南宁市,汽车服务,加油站,加油站,南宁交投中民优能加油站,108.416354,22.847533
450100,南宁市,汽车服务,加油站,加油站,中化石油仙葫加油站,108.450554,22.804552
450100,南宁市,汽车服务,加油站,中国石化,中国石化南宁宁北加油站,108.321277,22.850820
450100,南宁市,汽车服务,加油站,加油站,中化石油加油站(留村站),108.261546,22.761234
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁邕宁新玉洞加油站,108.354768,22.708372
450100,南宁市,汽车服务,加油站,中国石油,中国石油丰达加油站,108.281738,22.870155
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁中心狮山加油站,108.329741,22.859233
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片堤路园加油站,108.247382,22.793450
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西交能宁威二星光加油站,108.312490,22.766940
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片陈东加油站,108.264518,22.837973
450100,南宁市,汽车服务,加油站,加油站,中化石油北湖北加油站,108.317750,22.869975
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁三屋加油站,108.426605,22.811037
450100,南宁市,汽车服务,加油站,中国石油,中国石油利福加油站,108.440164,22.767430
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁金源加油站,108.387705,22.699326
450100,南宁市,汽车服务,加油站,中国石化,中国石化新世龙加油站,108.447991,22.759018
450100,南宁市,汽车服务,加油站,中国石油,中国石油金凯加油站,108.284376,22.767832
450100,南宁市,汽车服务,加油站,加油站,晨曦石油宁阳加油站,108.211096,22.826906
450100,南宁市,汽车服务,其它能源站,其它能源站,中国石化南宁新阳综合加能站,108.296391,22.819663
450100,南宁市,汽车服务,加油站,中国石化,中国石化南宁南片石柱岭加油站,108.311087,22.783805
450100,南宁市,汽车服务,加油站,中国石油,中国石油可利加油站,108.253871,22.863149
450100,南宁市,汽车服务,加油站,中国石化,中国石化南宁交投凌铁加油站,108.330016,22.793320
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁中心邕武加油站,108.336272,22.830881
450100,南宁市,汽车服务,加油站,加油站,运德石油加油站,108.336348,22.860909
450100,南宁市,汽车服务,加油站,加油站,中化石油振兴加油站,108.266077,22.878663
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片机场高速加油站,108.270805,22.748707
450100,南宁市,汽车服务,加油站,加油站,广西交投三岸服务区上线加油站,108.468261,22.818582
450100,南宁市,汽车服务,加油站,加油站,邕武加油站,108.349499,22.899757
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片宁强加油站,108.300913,22.865137
450100,南宁市,汽车服务,加油站,中国石油,中国石油鲁班路加油站,108.283648,22.846618
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片清川加油站,108.253665,22.837101
450100,南宁市,汽车服务,汽车配件销售,汽车配件销售,东南亚国际汽配城,108.402977,22.881417
450100,南宁市,汽车服务,加油站,中国石油,中国石油东环加油站,108.365077,22.861849
450100,南宁市,汽车服务,加油站,加油站,盈德石油加油站,108.217238,22.828830
450100,南宁市,汽车服务,充电站,充电站,汽车充电站(南宁交投能源凤岭客运站充电站),108.416018,22.839431
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁武鸣里建加油站,108.173658,23.194880
450100,南宁市,汽车服务,二手车交易,二手车交易,金桥二手车市场,108.383704,22.868262
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片友爱加油站,108.317315,22.832803
450100,南宁市,汽车服务,加油站,中国石化,中国石化中心宁茂加油站,108.421928,22.878035
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁玉龙加油站,108.333352,22.730599
450100,南宁市,汽车服务,加油站,加油站,中投石化兰葛加油站,108.474768,22.910336
450100,南宁市,汽车服务,其它能源站,其它能源站,中国石化广西南宁邕宁新世乐加油加气站,108.368907,22.689218
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片宁威一加油站,108.282959,22.834564
450100,南宁市,汽车服务,汽车服务相关,汽车服务相关,一嗨租车(吴圩机场店),108.186816,22.599048
450100,南宁市,汽车服务,加油站,加油站,中国海油衡阳东加油站,108.356576,22.845721
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片沙井二加油站,108.252162,22.818377
450100,南宁市,汽车服务,加油站,中国石化,广影加油站,108.310642,22.843250
450100,南宁市,汽车服务,加油站,加油站,中化石油南宁创增加油站,108.490976,22.916140
450100,南宁市,汽车服务,加油站,加油站,中旺石化加油站(322国道),108.472969,22.911007
450100,南宁市,汽车服务,加油站,中国石油,中国石油金港加油站,108.306599,22.813767
450100,南宁市,汽车服务,加油站,中国石油,南宁交投中国石油加油站(铜鼓岭站),108.414444,22.801777
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁中心宁州加油站,108.338122,22.841505
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片亭洪加油站,108.292737,22.780098
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁交投加油站(江滨站),108.349827,22.791312
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片秀厢加油站,108.310171,22.890909
450100,南宁市,汽车服务,加油站,加油站,安远加油站(昆仑大道辅路),108.392724,22.869952
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片吴圩机场加油站,108.175200,22.614719
450100,南宁市,汽车服务,加油站,加油站,中国海油玉蟾加油站,108.368106,22.871219
450100,南宁市,汽车服务,加油站,加油站,中国海油邕大南路加油站,108.448981,22.744319
450100,南宁市,汽车服务,加油站,加油站,南宁交投良玉加油站,108.365655,22.725118
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌高岭下线加油站,108.288663,22.739835
450100,南宁市,汽车服务,加油站,中国石油,中国石油秀厢加油站,108.316045,22.856731
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁中心四塘二加油站,108.469806,22.909384
450100,南宁市,汽车服务,加油站,中国石化,中国石化智恒加油站,108.305600,22.814690
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片五一西加油站(五一路),108.269657,22.808239
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁中心振兴加油站,108.453941,22.862975
450100,南宁市,汽车服务,加油站,加油站,太康石油新邕加油站,108.480107,22.783289
450100,南宁市,汽车服务,加油站,中国石油,中国石油长福加油站,108.452562,22.797410
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片科宏宁达加油站,108.255972,22.840513
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁邕宁立新二加油站,108.466204,22.762670
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁交投金华加油站,108.330002,22.833596
450100,南宁市,汽车服务,加油站,加油站,中海瑞祥良信加油站,108.503645,22.725996
450100,南宁市,汽车服务,其它能源站,其它能源站,中国石化广西南宁中心金葫加油加气站,108.492617,22.787908
450100,南宁市,汽车服务,加油站,加油站,友谊石化加油站,108.289740,22.764047
450100,南宁市,汽车服务,加油站,加油站,中国海油东南加油站,108.257573,22.787630
450100,南宁市,汽车服务,汽车服务相关,汽车服务相关,神州租车吴圩国际机场T2航站楼服务点,108.186604,22.599228
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁友谊路加油站,108.294519,22.755247
450100,南宁市,汽车服务,加油站,加油站,中国海油龙华路北加油站,108.459072,22.776924
450100,南宁市,汽车服务,其它能源站,其它能源站,中国石化广西南宁西片万冠加油加气站,108.186291,22.823874
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁陈村加油站,108.225588,22.833082
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁隆安浪湾加油站,107.877556,23.045637
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西北投旺杰加油站,108.238092,22.798624
450100,南宁市,汽车服务,加油站,加油站,华远能源加油站,108.508196,22.920927
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西宁铁石化南宁中华路加油站,108.305003,22.820308
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁邕宁公司加油站,108.481587,22.753816
450100,南宁市,汽车服务,充电站,充电站,星星充电汽车充电站(南宁东站北广场充电站),108.411240,22.844720
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁交投茅桥便民加油站,108.369814,22.840769
450100,南宁市,汽车服务,加油站,中国石化,中国石化望天岭加油站,108.319010,22.903741
450100,南宁市,汽车服务,加油站,中国石油,中国石油金梧加油站,108.380601,22.863902
450100,南宁市,汽车服务,加油站,中国石油,中国石油金宏加油站,108.341598,22.847993
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌高岭上线加油站,108.288345,22.741078
450100,南宁市,汽车服务,二手车交易,二手车交易,南宁海哥二手车,108.239768,22.803745
450100,南宁市,汽车服务,加油站,加油站,南宁交投伶俐加油站,108.777872,22.826589
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁交投昆仑大道加油站,108.412118,22.874365
450100,南宁市,汽车服务,加油站,加油站,八鲤亭加油站,108.507324,22.743364
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁武鸣金龙加油站,108.294345,23.083034
450100,南宁市,汽车服务,其它能源站,其它能源站,中国石油南宁五合LNG加油加气站,108.521705,22.797941
450100,南宁市,汽车服务,加油站,加油站,广西交投大沙田加油站,108.318570,22.755423
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片宁西加油站,108.287339,22.820642
450100,南宁市,汽车服务,其它能源站,其它能源站,中国石化广西南宁西片正泰加油加气站,107.999973,22.921246
450100,南宁市,汽车服务,加油站,加油站,宾阳西环加油站,108.806998,23.227462
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片友谊加油站,108.221562,22.634303
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁三湖加油站,108.209076,22.833519
450100,南宁市,汽车服务,加油站,中国石油,中国石油银沙加油站(南站大道),108.237799,22.769871
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片相思湖7加油站,108.183223,22.822382
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片吴圩加油站,108.221752,22.648104
450100,南宁市,汽车服务,加油站,中国石化,中国石化武鸣区城西加油站,108.266399,23.154494
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片五一中加油站,108.285891,22.797602
450100,南宁市,汽车服务,加油站,加油站,天马石化天马加油站,108.510260,23.221215
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁武鸣区国防加油站,108.206571,23.180689
450100,南宁市,汽车服务,加油站,中国石油,中国石油武鸣伏林加油站,108.296479,23.014156
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁金星加油站,108.433212,22.884594
450100,南宁市,汽车服务,加油站,加油站,广西交投五象加油站,108.363040,22.745989
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁宾阳商贸城加油站,108.818810,23.211185
450100,南宁市,汽车服务,加油站,中国石油,中国石油南环加油站,108.359004,22.862506
450100,南宁市,汽车服务,汽车服务相关,汽车服务相关,小桔充电汽车充电站(绿园超级充电站),108.373128,22.844734
450100,南宁市,汽车服务,加油站,加油站,广西交投兴东加油站,108.368424,22.855061
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁智和加油站(洪运路),108.245097,22.770770
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁良庆那马加油站,108.388854,22.626041
450100,南宁市,汽车服务,其它能源站,其它能源站,中国石油邕州LNG加油加气站,108.515710,22.733492
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁横县南门加油站,108.881693,22.872381
450100,南宁市,汽车服务,其它能源站,其它能源站,中国石油南宁金阳LNG加油加气站,108.230078,22.598914
450100,南宁市,汽车服务,加油站,中国石油,中国石油广西交投邕宁服务区(下行)加油站,108.554447,22.749227
450100,南宁市,汽车服务,加油站,加油站,南宁交投能源盘古加油站,108.438976,22.790414
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁五象二加油站,108.294756,22.758196
450100,南宁市,汽车服务,充电站,充电站,新电途汽车充电站(特能充北大路充电站),108.298920,22.828030
450100,南宁市,汽车服务,充电站,充电站,新电途汽车充电站(明月湖晨峰充电站),108.282670,22.852950
450100,南宁市,汽车服务,加油站,中国石油,中国石油江南加油站(旱塘路),108.273229,22.797008
450100,南宁市,汽车服务,加油站,加油站,广西交投星湖加油站,108.343732,22.807574
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西投发南宁锦宏加油站,108.507684,22.795280
450100,南宁市,汽车服务,加油站,加油站,中国海油和合加油站,108.468650,22.788633
450100,南宁市,汽车服务,充电站,充电站,新电途汽车充电站(智联充电超级充电站(江南大道淡村超级充电站)),108.304779,22.801031
450100,南宁市,汽车服务,加油站,中国石化,中国石化横州海棠加油站,109.272236,22.703119
450100,南宁市,汽车服务,加油站,中国石油,中国石油五一加油站,108.267305,22.806992
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁武鸣区武鸣加油站,108.245824,23.160124
450100,南宁市,汽车服务,加油站,中国石油,中国石油东南加油站,108.261900,22.775414
450100,南宁市,汽车服务,加油站,中国石化,中国石化高峰加油站,108.353014,22.926235
450100,南宁市,汽车服务,汽车服务相关,汽车服务相关,特斯拉南宁五象特斯拉中心,108.347080,22.720247
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁银海加油站,108.355973,22.705503
450100,南宁市,汽车服务,加油站,中国石油,中国石油北投能源吴圩服务区上线加油站,108.169143,22.542694
450100,南宁市,汽车服务,二手车交易,二手车交易,广西金硕二手车城,108.391653,22.869579
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片区宁秀加油站,108.286621,22.817382
450100,南宁市,汽车服务,加油站,加油站,广西交投三岸服务区下线加油站,108.468024,22.817764
450100,南宁市,汽车服务,加油站,中国石油,中国石油广西交投邕宁服务区(上行)加油站,108.553152,22.749051
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁金智加油站,108.229772,22.781901
450100,南宁市,汽车服务,汽车租赁,汽车租赁,一嗨租车(南宁东站店),108.411574,22.846537
450100,南宁市,汽车服务,加油站,中国石油,中国石油华南城加油站,108.241319,22.806162
450100,南宁市,汽车服务,充电站,充电站,中国石化汽车充电站(会展中心充电站),108.379120,22.806067
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁金达加油站,108.331604,22.848754
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片金旺加油站,108.298745,22.902241
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁邕宁龙岗2加油站,108.483419,22.765493
450100,南宁市,汽车服务,加油站,加油站,南宁交投贵义加油站,108.224405,22.795576
450100,南宁市,汽车服务,充电站,充电站,星星充电汽车充电站(星星充电-二塘路口充电站),108.378788,22.865335
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片罗文加油站,108.182845,22.831489
450100,南宁市,汽车服务,二手车交易,二手车交易,江南国际二手车市场,108.326740,22.774452
450100,南宁市,汽车服务,加油站,中国石化,中国石化武鸣区客运加油站,108.284692,23.148525
450100,南宁市,汽车服务,加油站,中国石化,中国石化横州市迎宣加油站,109.271193,22.689095
450100,南宁市,汽车服务,加油站,加油站,刘圩中联农机加油站,108.638497,22.728547
450100,南宁市,汽车服务,加油站,加油站,广西交投伶俐服务区上线加油站,108.802304,22.839704
450100,南宁市,汽车服务,加油站,加油站,桂石化加油站(五塘站),108.573979,22.951796
450100,南宁市,汽车服务,加油站,中国石化,中国石化武鸣濑琶加油站,108.283916,23.144273
450100,南宁市,汽车服务,加油站,中国石油,中国石油西环加油站,108.250237,22.810534
450100,南宁市,汽车服务,加油站,加油站,壮茂加油站,108.212016,23.130822
450100,南宁市,汽车服务,加油站,加油站,石化服务区加油站(四塘镇国土资源管理所西),108.477347,22.910988
450100,南宁市,汽车服务,加油站,中国石油,中国石油横州加油站,109.249362,22.691072
450100,南宁市,汽车服务,加油站,加油站,中国海油那平加油站,108.389869,22.665310
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁明阳工业区加油站,108.221526,22.584140
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁中心金山加油站,108.518464,22.925234
450100,南宁市,汽车服务,加油站,中国石油,中国石油南乡加油站(沙井大道),108.252533,22.804469
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁邕宁那楼加油站,108.629334,22.614576
450100,南宁市,汽车服务,加油站,中国石化,中国石化武鸣区标营加油站,108.303021,23.139323
450100,南宁市,汽车服务,加油站,中国石油,中国石油南宁仙安加油站,108.496361,22.780022
450100,南宁市,汽车服务,加油站,加油站,中特石化太安加油站,108.404956,22.534512
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁隆安隆安加油站,107.686277,23.169393
450100,南宁市,汽车服务,加油站,加油站,中化石油陆平加油站,108.081187,22.917065
450100,南宁市,汽车服务,加油站,加油站,中化石油加油站(蕉园站),108.333176,23.027513
450100,南宁市,汽车服务,加油站,中国石化,中国石化南宁横县峦城加油站,108.910589,22.796386
450100,南宁市,汽车服务,加油站,加油站,中化石油横州汽车加油站,109.261504,22.683233
450100,南宁市,汽车服务,加油站,加油站,北部湾石油农机加油站,108.220769,22.636299
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌伊岭岩上线加油站,108.265629,22.988303
450100,南宁市,汽车服务,加油站,加油站,横县新福加油站,108.958212,22.523269
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌坛洛上线加油站,107.994051,22.929561
450100,南宁市,汽车服务,加油站,加油站,武鸣城东加油站,108.285307,23.166905
450100,南宁市,汽车服务,加油站,中国石化,中国石化南宁城东加油站,108.538873,22.736740
450100,南宁市,汽车服务,加油站,中国石油,中国石油隆安正大加油站(兴桐大道),107.862001,23.019767
450100,南宁市,汽车服务,加油站,加油站,金坛加油站(坛洛镇财政所东),107.986634,22.922734
450100,南宁市,汽车服务,加油站,中国石油,中国石油广运加油站,108.232784,22.654463
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁上林新丰加油站,108.601894,23.425953
450100,南宁市,汽车服务,加油站,加油站,金丰石化六景加油站,108.895593,22.870707
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁武鸣区罗波加油站,108.403527,23.287889
450100,南宁市,汽车服务,加油站,中国石油,中国石油北投能源吴圩服务区下线加油站,108.169703,22.544402
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁宾阳安顺加油站,108.851919,23.234010
450100,南宁市,汽车服务,加油站,中国石化,中国石化宾阳东服务区广西辉煌王灵下线加油站,109.053703,23.231054
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁宾阳新宾加油站,108.831525,23.233524
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁隆安丁当加油站,107.968428,23.127725
450100,南宁市,汽车服务,加油站,中国石化,中国石化南宁城投吴圩东服务区加油站,108.282623,22.650184
450100,南宁市,汽车服务,加油站,加油站,中化石油那美加油站,108.498850,22.733846
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西交投东山服务区加油站,108.411303,22.934894
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁宾阳城南加油站,108.800163,23.215958
450100,南宁市,汽车服务,加油站,中国石化,中国石化宾阳东服务区广西辉煌王灵上线加油站,109.056249,23.233845
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌坛洛下线加油站,107.994370,22.927346
450100,南宁市,汽车服务,加油站,中国石化,中国石化宾阳金龙加油站,109.108786,23.192269
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁宾阳西区加油站,109.113643,23.194387
450100,南宁市,汽车服务,加油站,中国石化,中国石化南宁城投吴圩东服务区加油站,108.284715,22.651608
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁隆安城东加油站,107.693648,23.166372
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁中心金盾加油站,108.569596,22.948968
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁邕宁八鲤加油站,108.522956,22.737385
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁宾阳思陇加油站,108.658164,23.170594
450100,南宁市,汽车服务,加油站,中国石化,桂石化加油站(双邓站),107.791523,23.075917
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁宾阳立新加油站,108.784284,23.216164
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁隆安宝塔加油站,107.750779,23.157032
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁武鸣区武帽加油站,108.089474,23.238201
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁武鸣区狮子山加油站,108.254354,23.151003
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌武鸣上线加油站,108.259485,23.190689
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片金陵加油站,108.042433,22.917846
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片苏圩加油站,108.104465,22.553582
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁横县曹村加油站,109.291347,22.699602
450100,南宁市,汽车服务,加油站,中国石化,中国石化邕宁大塘加油站,108.382472,22.388818
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁横县路飚加油站,109.135220,22.750839
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁横县蒙垌加油站,109.256988,22.665488
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁横县石塘加油站,109.076456,22.885297
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌伊岭岩下线加油站,108.267058,22.992545
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌隆安上线加油站,107.612001,23.243217
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁市横县新福彭岭加油站,108.910655,22.525758
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁武鸣区平陆二加油站,108.295183,23.070230
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌隆安下线加油站,107.615585,23.240290
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁宾阳甘棠加油站,108.999362,22.979271
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁宾阳城中加油站,108.817166,23.233681
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁西片金三角加油站,108.101771,22.909523
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁马山合作加油站,108.133258,23.714336
450100,南宁市,汽车服务,加油站,中国石化,中国石化南宁城建加油站,108.271943,22.746358
450100,南宁市,汽车服务,加油站,中国石化,中国石化望周加油站,108.009357,23.554715
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁武鸣区小陆加油站,108.458313,23.342029
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌云表北加油站,109.357194,22.875632
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片友谊二加油站,108.123467,22.560301
450100,南宁市,汽车服务,加油站,中国石化,南宁上林澄江加油站,108.680262,23.429241
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁马山古零加油站,108.317992,23.635260
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁马山中心加油站,108.166621,23.710208
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁上林巷贤加油站,108.676817,23.270698
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌陈园加油站,109.013351,23.084777
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁南片万宁加油站,108.077081,22.496859
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁横县兴云加油站,109.339160,22.700224
450100,南宁市,汽车服务,加油站,中国石化,中国石化南宁横县博略加油站,109.235917,22.870565
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁上林大丰加油站,108.611032,23.428559
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁上林丰岭加油站,108.615088,23.428615
450100,南宁市,汽车服务,加油站,中国石化,中国石化利垌加油站,109.000567,22.779881
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西交投东山服务区加油站,108.409751,22.936111
450100,南宁市,汽车服务,加油站,中国石化,中国石化古潭加油站,107.764270,22.987068
450100,南宁市,汽车服务,加油站,中国石化,中国石化南宁武鸣区腾翔加油站,108.326405,23.032913
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁横县陶圩加油站,109.121721,22.832241
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西南宁宾阳天天加油站,108.776127,23.214898
450100,南宁市,汽车服务,加油站,中国石化,中国石化广西辉煌武鸣下线加油站,108.261317,23.191816
