城市编码,城市,大类,中类,小类,名称,经度,纬度
450100,南宁市,体育休闲服务,运动场馆,健身中心,瑞泥瑜伽生活馆,108.224732,22.836430
450100,南宁市,体育休闲服务,运动场馆,健身中心,派斯恩健身,108.608488,23.426484
450100,南宁市,体育休闲服务,运动场馆,健身中心,易缘瑜伽·普拉提(澜城馆),108.305106,22.775950
450100,南宁市,体育休闲服务,运动场馆,健身中心,大树健身社区,108.441887,22.780509
450100,南宁市,体育休闲服务,运动场馆,健身中心,D+24小时智能健身房,108.249827,22.836261
450100,南宁市,体育休闲服务,运动场馆,健身中心,天天瑜伽·维密·普拉提(汇百家生活广场店),108.364603,22.807794
450100,南宁市,体育休闲服务,运动场馆,健身中心,立满普拉提健身,108.282180,22.824901
450100,南宁市,体育休闲服务,运动场馆,健身中心,瑜小伽.普拉提(荣和千千树),108.395913,22.832290
450100,南宁市,体育休闲服务,运动场馆,健身中心,AE健身,108.323336,22.842011
450100,南宁市,体育休闲服务,运动场馆,健身中心,玲·瑜伽塑型馆,108.615897,23.422487
450100,南宁市,体育休闲服务,运动场馆,健身中心,Luli普拉提运动美学,108.323819,22.841128
450100,南宁市,体育休闲服务,运动场馆,健身中心,珍静瑜伽,108.346588,22.852231
450100,南宁市,体育休闲服务,运动场馆,健身中心,皇冠假日笙动游泳健身中心Seldom Club(广西金融广场店),108.397842,22.812234
450100,南宁市,体育休闲服务,运动场馆,健身中心,丽馨瑜伽,108.249795,22.835556
450100,南宁市,体育休闲服务,运动场馆,健身中心,狸健·健身,108.336913,22.817578
450100,南宁市,体育休闲服务,运动场馆,健身中心,璀璨健身Bright Gym-万科·公园里店,108.410071,22.742518
450100,南宁市,体育休闲服务,运动场馆,健身中心,衡美瑜伽塑型中心,109.259389,22.680160
450100,南宁市,体育休闲服务,运动场馆,健身中心,悦恺普拉提(悦澜山店),108.382847,22.844450
450100,南宁市,体育休闲服务,运动场馆,健身中心,优尼沃健身中心(三美店),108.366977,22.800280
450100,南宁市,体育休闲服务,运动场馆,健身中心,佳佳瑜伽,108.171622,23.713799
450100,南宁市,体育休闲服务,运动场馆,健身中心,肌励健身(荣和中央商业天街店),108.338084,22.818131
450100,南宁市,体育休闲服务,运动场馆,健身中心,楽坤空间,108.392719,22.828451
450100,南宁市,体育休闲服务,运动场馆,健身中心,TS健身训练中心(万象城店),108.391246,22.810489
450100,南宁市,体育休闲服务,运动场馆,健身中心,万德福健身会馆(绿地店),108.374938,22.833457
450100,南宁市,体育休闲服务,运动场馆,健身中心,莱·梵壹瑜伽(融创广场店),108.335724,22.832844
450100,南宁市,体育休闲服务,运动场馆,健身中心,保尔健运动会馆,108.282167,22.761452
450100,南宁市,体育休闲服务,运动场馆,健身中心,柏伸运动康复训练中心(麒麟商务大厦店),108.401246,22.811254
450100,南宁市,体育休闲服务,运动场馆,健身中心,易健健身工作室,108.287805,22.770353
450100,南宁市,体育休闲服务,运动场馆,健身中心,绿辰健身(龙光世纪中心B座店),108.399711,22.808810
450100,南宁市,体育休闲服务,运动场馆,健身中心,恩加健身工作室,108.299847,22.811203
450100,南宁市,体育休闲服务,运动场馆,健身中心,宙斯健身工作室(都市物语店),108.334853,22.824876
450100,南宁市,体育休闲服务,运动场馆,健身中心,CrossFit LaoYou综合体能健身馆(新竹店),108.348695,22.815935
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,都顺兵乓球俱乐部,108.302297,22.861835
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,广西辉耀绿城乒乓球俱乐部,108.354081,22.812636
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,恩赐乒乓球馆,108.285120,22.818623
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,超众乒乓球俱乐部(仙葫店),108.437398,22.808160
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,黎影霞乒乓球俱乐部(圣展店),108.369144,22.809452
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,南宁体能虎体适能乒乓球,108.360050,22.830753
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,康捷乒乓球馆,108.441477,22.810786
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,赞轩乒乓球俱乐部(金域中央万科里店),108.380740,22.751163
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,成名乒乓,108.329797,22.821386
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,南宁市众博乒乓球俱乐部,108.370892,22.732401
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,广西老年大学(凤岭校区)乒乓球俱乐部,108.395375,22.816775
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,南宁市春蕊乒乓球俱乐部,108.369826,22.808885
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,武鸣区宏博乒乓球运动俱乐部,108.305170,23.138723
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,翡翠乒乓青少儿培训中心,108.415333,22.807352
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,星耀乒乓球俱乐部,108.400030,22.834232
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,玉峰体育集团(乒乓球俱乐部),108.318280,22.868965
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,广西体育中心乒乓球馆,108.390775,22.753175
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,立燃乒乓球运动俱乐部,108.380432,22.842640
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,启迎乒乓球馆,108.223696,22.790553
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,中盈乒乓【相贤校区】,108.223395,22.838250
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,桂搏乒乓球拓展运动馆(佛子岭路),108.391732,22.829783
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,东昇乒乓球俱乐部,108.441171,22.808337
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,乒燃乒乓球俱乐部,108.281618,23.165229
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,东凯乒乓球馆,108.281772,22.837169
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,立燃乒乓球俱乐部,108.324925,22.785275
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,飞跃乒乓球俱乐部,108.265894,22.845410
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,武鸣区新兴乒乓球馆,108.283682,23.163112
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,兴陵乒乓球馆,108.042997,22.920774
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,南宁凌励乒乓球俱乐部,108.331074,22.800809
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,乐淘淘乒乓球运动俱乐部,108.234507,22.849302
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,星云乒乓球馆,108.335046,22.743941
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,星鸿乒乓球馆,108.421867,22.794207
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,乐创乒乓球俱乐部(柳沙半岛店),108.346403,22.777828
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,智胜乒乓球馆,108.302925,22.815200
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,奥金乒乓球馆,109.272635,22.690483
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,博胜乒乓球俱乐部,108.415333,22.744213
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,久韵乒乓球俱乐部,108.256459,22.821703
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,恒航乒乓球俱乐部跆拳道馆,108.280475,22.768525
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,飞翔乒乓球馆,108.424719,22.756036
450100,南宁市,体育休闲服务,运动场馆,乒乓球馆,辉耀乒乓球训练与活动中心,108.298353,22.827971
450100,南宁市,体育休闲服务,运动场馆,台球厅,世爵台球俱乐部,108.173842,23.193020
450100,南宁市,体育休闲服务,运动场馆,台球厅,蚂蚁台球俱乐部-旗舰店,108.294479,23.170573
450100,南宁市,体育休闲服务,运动场馆,台球厅,UU·乔氏台球俱乐部,108.288444,23.147379
450100,南宁市,体育休闲服务,运动场馆,台球厅,撞撞乐台球江南盛天地(旗舰店),108.272518,22.767791
450100,南宁市,体育休闲服务,运动场馆,台球厅,齐聚台球俱乐部,108.266344,22.862844
450100,南宁市,体育休闲服务,运动场馆,台球厅,友仔电竞馆(广图大厦店),108.358459,22.825470
450100,南宁市,体育休闲服务,运动场馆,台球厅,T8台球俱乐部,108.449817,22.795628
450100,南宁市,体育休闲服务,运动场馆,台球厅,得吃台球俱乐部(南宁华南城店),108.242837,22.806176
450100,南宁市,体育休闲服务,运动场馆,台球厅,撞撞乐台球(南宁趣南棉购物公园三楼),108.324525,22.836025
450100,南宁市,体育休闲服务,运动场馆,台球厅,乐意乔氏独牙台球俱乐部,108.448004,22.809512
450100,南宁市,体育休闲服务,运动场馆,台球厅,1881撞球会馆(南百·NGS店),108.290250,22.832884
450100,南宁市,体育休闲服务,运动场馆,台球厅,久斯台球旗舰店(朝阳广场店),108.321195,22.820756
450100,南宁市,体育休闲服务,运动场馆,台球厅,集朋乔氏台球俱乐部,108.320914,22.847178
450100,南宁市,体育休闲服务,运动场馆,台球厅,八博斯台球俱乐部,108.307786,22.794472
450100,南宁市,体育休闲服务,运动场馆,台球厅,星壹台球俱乐部,108.330878,22.848489
450100,南宁市,体育休闲服务,运动场馆,台球厅,起飞台球俱乐部,108.323140,22.815253
450100,南宁市,体育休闲服务,运动场馆,台球厅,大英雄台球棋牌城(北湖店),108.321916,22.848272
450100,南宁市,体育休闲服务,运动场馆,台球厅,D1台球俱乐部,108.363077,22.832410
450100,南宁市,体育休闲服务,运动场馆,台球厅,谈小娱24h自助台球(仙葫店),108.442649,22.809112
450100,南宁市,体育休闲服务,运动场馆,台球厅,杆开台球俱乐部.棋牌,108.301413,22.843538
450100,南宁市,体育休闲服务,运动场馆,台球厅,谈小娱24h自助台球(环球时代店),108.324243,22.812424
450100,南宁市,体育休闲服务,运动场馆,台球厅,谈小娱24h自助台球(大都郡1期店),108.300826,22.774039
450100,南宁市,体育休闲服务,运动场馆,台球厅,博冠台球俱乐部,108.302777,22.846242
450100,南宁市,体育休闲服务,运动场馆,台球厅,星爵时代台球俱乐部(华星时代广场店),108.329193,22.807784
450100,南宁市,体育休闲服务,运动场馆,台球厅,GT台球俱乐部,108.366364,22.840480
450100,南宁市,体育休闲服务,运动场馆,台球厅,盛冠台球俱乐部,108.321332,22.740955
450100,南宁市,体育休闲服务,运动场馆,台球厅,追风台球俱乐部,108.224959,22.854998
450100,南宁市,体育休闲服务,运动场馆,台球厅,超冠台球俱乐部(旗舰店),108.302143,22.846350
450100,南宁市,体育休闲服务,运动场馆,台球厅,撞撞乐台球(南宁路桥融创茂店),108.338214,22.846541
450100,南宁市,体育休闲服务,运动场馆,台球厅,名流台球俱乐部Billiards Club,108.399848,22.812416
450100,南宁市,体育休闲服务,运动场馆,台球厅,CC台球潮玩俱乐部,108.323369,22.814801
450100,南宁市,体育休闲服务,运动场馆,台球厅,四方汇台球馆(西大店),108.290563,22.834916
450100,南宁市,体育休闲服务,运动场馆,台球厅,迈八赫乔氏台球俱乐部,108.362075,22.868675
450100,南宁市,体育休闲服务,运动场馆,台球厅,KK台球棋牌,108.389725,22.816557
450100,南宁市,体育休闲服务,运动场馆,台球厅,UU·乔氏台球俱乐部(福瑞店),108.294509,23.170959
450100,南宁市,体育休闲服务,运动场馆,台球厅,球手国际台球竞技俱乐部,108.378279,22.762985
450100,南宁市,体育休闲服务,运动场馆,台球厅,豪聚台球俱乐部,108.314896,22.841867
450100,南宁市,体育休闲服务,运动场馆,台球厅,Man8曼巴台球俱乐部,108.286812,22.797232
450100,南宁市,体育休闲服务,运动场馆,台球厅,莱万台球俱乐部,108.418419,22.747278
450100,南宁市,体育休闲服务,运动场馆,台球厅,浩势台球俱乐部(埌西店),108.364098,22.804418
450100,南宁市,体育休闲服务,运动场馆,台球厅,广西小熊猫台球俱乐部,108.266731,22.850067
450100,南宁市,体育休闲服务,运动场馆,台球厅,得吃台球俱乐部,108.282255,22.879423
450100,南宁市,体育休闲服务,运动场馆,台球厅,云鼎台球(大康惠广场店),108.323596,22.842759
450100,南宁市,体育休闲服务,运动场馆,台球厅,久斯台球旗舰店,108.303904,22.838663
450100,南宁市,体育休闲服务,运动场馆,台球厅,嗨斯台球俱乐部(大润发店),108.262672,22.837792
450100,南宁市,体育休闲服务,运动场馆,台球厅,JOY乔氏台球(五象俱乐部),108.385562,22.770670
450100,南宁市,体育休闲服务,运动场馆,台球厅,谈小娱24h自助台球(广西大学店),108.300112,22.842403
450100,南宁市,体育休闲服务,运动场馆,台球厅,子顺乔氏台球俱乐部(东葛店),108.360083,22.829546
450100,南宁市,体育休闲服务,运动场馆,台球厅,巨星·乔氏台球俱乐部(祥宾路店),108.371153,22.820626
450100,南宁市,体育休闲服务,运动场馆,台球厅,九鼎盛世台球俱乐部(江南奥特莱斯店),108.324880,22.785124
450100,南宁市,体育休闲服务,运动场馆,台球厅,展卓台球俱乐部,108.314394,22.816161
450100,南宁市,体育休闲服务,运动场馆,台球厅,多莱台球俱乐部,108.358511,22.825088
450100,南宁市,体育休闲服务,运动场馆,台球厅,奈斯台球俱乐部(安吉万达广场店),108.290110,22.869429
450100,南宁市,体育休闲服务,运动场馆,台球厅,永盛国际台球俱乐部(广西大学店),108.300200,22.846332
450100,南宁市,体育休闲服务,运动场馆,台球厅,8号星球台球俱乐部(云星店),108.380446,22.768513
450100,南宁市,体育休闲服务,运动场馆,台球厅,璟点台球(南宁书城店),108.318664,22.815819
450100,南宁市,体育休闲服务,运动场馆,台球厅,得分台球俱乐部(旗舰店),108.201704,22.831517
450100,南宁市,体育休闲服务,运动场馆,台球厅,叮叮台球棋牌,108.408043,22.817850
450100,南宁市,体育休闲服务,运动场馆,台球厅,谈小娱24h自助台球(福瑞店),108.293442,23.169553
450100,南宁市,体育休闲服务,运动场馆,台球厅,派森台球俱乐部,108.347376,22.775024
450100,南宁市,体育休闲服务,运动场馆,台球厅,旺角台球俱乐部,108.251957,22.864733
450100,南宁市,体育休闲服务,运动场馆,台球厅,云鼎乔氏台球会所(埌西店),108.364036,22.806639
450100,南宁市,体育休闲服务,运动场馆,台球厅,紫帆台球俱乐部,108.313034,22.764380
450100,南宁市,体育休闲服务,运动场馆,台球厅,金九久斯台球俱乐部,108.450971,22.779318
450100,南宁市,体育休闲服务,运动场馆,台球厅,皇马盛世台球旗舰店,108.302116,22.846285
450100,南宁市,体育休闲服务,运动场馆,台球厅,A8台球俱乐部,108.285653,22.818597
450100,南宁市,体育休闲服务,运动场馆,台球厅,MM台球俱乐部,108.371851,22.819759
450100,南宁市,体育休闲服务,运动场馆,台球厅,小铁24h自助台球·棋牌(园湖电网南院店),108.339608,22.826218
450100,南宁市,体育休闲服务,运动场馆,台球厅,沃克斯台球俱乐部(朝阳店),108.324272,22.812509
450100,南宁市,体育休闲服务,运动场馆,台球厅,万众台球棋牌(五合店),108.522390,22.799491
450100,南宁市,体育休闲服务,运动场馆,台球厅,壹力台球俱乐部,108.185350,23.187650
450100,南宁市,体育休闲服务,运动场馆,台球厅,贵友乔氏台球俱乐部,108.294130,22.870477
450100,南宁市,体育休闲服务,运动场馆,台球厅,谈小娱24h自助台球冠城世家店,108.270539,22.779963
450100,南宁市,体育休闲服务,运动场馆,台球厅,五洲台球俱乐部,108.425876,22.810232
450100,南宁市,体育休闲服务,运动场馆,台球厅,球盛台球俱乐部,108.364581,22.826914
450100,南宁市,体育休闲服务,运动场馆,台球厅,玺道连锁台球俱乐部(虎邱店),108.327794,22.847016
450100,南宁市,体育休闲服务,运动场馆,台球厅,N+台球俱乐部,108.373202,22.820319
450100,南宁市,体育休闲服务,运动场馆,台球厅,超冠台球,108.345607,22.821449
450100,南宁市,体育休闲服务,运动场馆,台球厅,风雨里台球俱乐部,108.271906,22.806105
450100,南宁市,体育休闲服务,运动场馆,台球厅,鼎升台球(五象航洋城购物中心店),108.375480,22.766814
450100,南宁市,体育休闲服务,运动场馆,台球厅,星云台球俱乐部,108.302964,23.141912
450100,南宁市,体育休闲服务,运动场馆,台球厅,川威台球俱乐部,108.253414,22.833093
450100,南宁市,体育休闲服务,运动场馆,台球厅,博爵台球,108.334768,22.815833
450100,南宁市,体育休闲服务,运动场馆,台球厅,皓8JOY乔氏台球俱乐部,108.374038,22.867734
450100,南宁市,体育休闲服务,运动场馆,台球厅,双迪台球棋牌俱乐部(体育中心店),108.392059,22.768182
450100,南宁市,体育休闲服务,运动场馆,台球厅,壹秀台球(春晖花园C区店),108.391411,22.816493
450100,南宁市,体育休闲服务,运动场馆,台球厅,四方汇棋牌台球馆(江南店),108.265251,22.811395
450100,南宁市,体育休闲服务,运动场馆,台球厅,八号台球厅(建政商业广场店),108.277212,22.822552
450100,南宁市,体育休闲服务,运动场馆,台球厅,zk台球俱乐部,108.283273,22.848848
450100,南宁市,体育休闲服务,运动场馆,台球厅,博泰台球俱乐部,108.445565,22.807964
450100,南宁市,体育休闲服务,运动场馆,台球厅,趣趣碰24H自助台球(相思湖店),108.245275,22.839775
450100,南宁市,体育休闲服务,运动场馆,台球厅,谈小娱24h自助台球(明利广场店),108.312212,22.773997
450100,南宁市,体育休闲服务,运动场馆,台球厅,魔苏台球棋牌俱乐部(科德店),108.271027,22.848184
450100,南宁市,体育休闲服务,运动场馆,台球厅,壹号台球俱乐部,108.301229,22.843754
450100,南宁市,体育休闲服务,运动场馆,台球厅,电竞台球,108.303100,22.840960
450100,南宁市,体育休闲服务,运动场馆,台球厅,汇鑫台球俱乐部,108.324911,22.741689
450100,南宁市,体育休闲服务,运动场馆,台球厅,马克台球俱乐部,108.355534,22.852739
450100,南宁市,体育休闲服务,运动场馆,台球厅,啵比台球俱乐部(仙葫店),108.442670,22.808354
450100,南宁市,体育休闲服务,运动场馆,台球厅,AK台球俱乐部,108.283372,22.879283
450100,南宁市,体育休闲服务,运动场馆,台球厅,阿杜台球俱乐部,108.253691,22.836911
450100,南宁市,体育休闲服务,运动场馆,台球厅,吉利台球俱乐部(安吉万达店),108.291912,22.868486
450100,南宁市,体育休闲服务,运动场馆,台球厅,小铁24h自助台球(绿地中央广场店),108.374985,22.831693
450100,南宁市,体育休闲服务,运动场馆,台球厅,小铁24h自助台球棋牌(南宁大学公园里店),108.263123,22.839327
450100,南宁市,体育休闲服务,运动场馆,台球厅,星速台球俱乐部,108.375418,22.707691
450100,南宁市,体育休闲服务,运动场馆,台球厅,鼎胜台球俱乐部江南万达店,108.318776,22.789080
450100,南宁市,体育休闲服务,运动场馆,台球厅,宾阳战神台球俱乐部,108.827990,23.218379
450100,南宁市,体育休闲服务,运动场馆,台球厅,BOX台球俱乐部,108.337381,22.803467
450100,南宁市,体育休闲服务,运动场馆,台球厅,南宁市西乡塘区黑曼巴台球俱乐部,108.326430,22.835862
450100,南宁市,体育休闲服务,运动场馆,台球厅,巴星乔氏台球俱乐部·棋牌,108.283458,22.833441
450100,南宁市,体育休闲服务,运动场馆,台球厅,今日台球俱乐部,108.339540,22.760081
450100,南宁市,体育休闲服务,运动场馆,台球厅,聚星乔氏桌球(江南店),108.278379,22.771363
450100,南宁市,体育休闲服务,运动场馆,台球厅,南宁力呈台球俱乐部(高新店),108.280597,22.872939
450100,南宁市,体育休闲服务,运动场馆,台球厅,雅斯乔氏台球俱乐部,108.293397,22.809390
450100,南宁市,体育休闲服务,运动场馆,台球厅,星8克台球俱乐部,108.359750,22.720685
450100,南宁市,体育休闲服务,运动场馆,台球厅,谈小娱24h自助台球(保利城店),108.265656,22.812506
450100,南宁市,体育休闲服务,运动场馆,台球厅,七悠球24h自助台球(创意商业街店),109.264994,22.682190
450100,南宁市,体育休闲服务,运动场馆,台球厅,啵比台球俱乐部(虎邱店),108.331060,22.848601
450100,南宁市,体育休闲服务,运动场馆,台球厅,星辉台球俱乐部(永凯现代城商业广场店),108.353725,22.825275
450100,南宁市,体育休闲服务,运动场馆,台球厅,石家班台球俱乐部,108.181104,23.200236
450100,南宁市,体育休闲服务,运动场馆,台球厅,碰碰捌24h自助台球(玉洞中心店),108.344612,22.727347
450100,南宁市,体育休闲服务,运动场馆,台球厅,汇金乔氏台球俱乐部(大嘉汇二店),108.372825,22.863925
450100,南宁市,体育休闲服务,运动场馆,台球厅,乔氏台球俱乐部(北湖店),108.321074,22.844382
450100,南宁市,体育休闲服务,运动场馆,台球厅,四方客棋牌·乔氏台球俱乐部,108.409347,22.820503
450100,南宁市,体育休闲服务,运动场馆,台球厅,谈斯诺24h无人台球(仙湖东方广场店),108.440935,22.808479
450100,南宁市,体育休闲服务,运动场馆,台球厅,天跃台球俱乐部(财经店),108.184730,22.826418
450100,南宁市,体育休闲服务,运动场馆,台球厅,曼巴乔氏台球俱乐部,108.373140,22.863394
450100,南宁市,体育休闲服务,运动场馆,台球厅,奇点台球俱乐部,108.312182,22.770079
450100,南宁市,体育休闲服务,运动场馆,台球厅,施派克台球俱乐部(虎邱店),108.330397,22.844952
450100,南宁市,体育休闲服务,运动场馆,台球厅,Wanna玩呐台球俱乐部,108.417057,22.824856
450100,南宁市,体育休闲服务,运动场馆,台球厅,独牙台球俱乐部(动物园店),108.265491,22.838871
450100,南宁市,体育休闲服务,运动场馆,台球厅,天添台球俱乐部,108.480322,22.756983
450100,南宁市,体育休闲服务,运动场馆,台球厅,小金超乔氏台球俱乐部(江南·香格里拉商业广场店),108.311325,22.802075
450100,南宁市,体育休闲服务,运动场馆,台球厅,兰博台球俱乐部(东盟商业广场店),108.181277,23.189662
450100,南宁市,体育休闲服务,运动场馆,台球厅,凌度乔氏台球俱乐部,108.270631,22.807197
450100,南宁市,体育休闲服务,运动场馆,台球厅,DK台球休闲俱乐部(桂雅社区店),108.393492,22.806484
450100,南宁市,体育休闲服务,运动场馆,台球厅,潮8台球俱乐部,108.322400,22.843529
450100,南宁市,体育休闲服务,运动场馆,台球厅,遥遥领先台球俱乐部,108.323072,22.767700
450100,南宁市,体育休闲服务,运动场馆,台球厅,九星台球俱乐部,108.185097,22.825989
450100,南宁市,体育休闲服务,运动场馆,台球厅,小铁24h自助台球(南宁国贸中心店),108.323919,22.813817
450100,南宁市,体育休闲服务,运动场馆,台球厅,蓝之钻台球俱乐部(苏卢店),108.300705,22.872099
450100,南宁市,体育休闲服务,运动场馆,台球厅,Q8台球俱乐部(东葛店),108.344108,22.822605
450100,南宁市,体育休闲服务,运动场馆,台球厅,东冠台球俱乐部,108.299695,22.842217
450100,南宁市,体育休闲服务,运动场馆,台球厅,艺锦久斯台球运动馆,108.315822,22.770655
450100,南宁市,体育休闲服务,运动场馆,台球厅,大力台球俱乐部,108.454987,22.755843
450100,南宁市,体育休闲服务,运动场馆,台球厅,星派台球俱乐部,108.315546,22.866487
450100,南宁市,体育休闲服务,运动场馆,台球厅,得米台球俱乐部(科园小时代店),108.272153,22.844939
450100,南宁市,体育休闲服务,运动场馆,台球厅,天之骏台球俱乐部,108.263149,22.839844
450100,南宁市,体育休闲服务,运动场馆,台球厅,V8台球俱乐部,108.322704,22.742278
450100,南宁市,体育休闲服务,运动场馆,台球厅,百万台球棋牌俱乐部,108.374349,22.822608
450100,南宁市,体育休闲服务,运动场馆,台球厅,莱博斯台球俱乐部,108.215808,22.831636
450100,南宁市,体育休闲服务,运动场馆,台球厅,星际985台球俱乐部,108.184109,23.197561
450100,南宁市,体育休闲服务,运动场馆,台球厅,伍叁国际台球俱乐部,108.280792,22.822838
450100,南宁市,体育休闲服务,运动场馆,台球厅,吉哥台球俱乐部,108.284384,22.878338
450100,南宁市,体育休闲服务,运动场馆,台球厅,追球者台球俱乐部(东盟商业广场店),108.181552,23.190204
450100,南宁市,体育休闲服务,运动场馆,台球厅,玖玖台球俱乐部,108.306146,22.787772
450100,南宁市,体育休闲服务,运动场馆,台球厅,V8台球台球俱乐部(民大北门旗舰店),108.235481,22.848964
450100,南宁市,体育休闲服务,运动场馆,台球厅,泽丰桌球棋牌俱乐部,108.441705,22.900603
450100,南宁市,体育休闲服务,运动场馆,台球厅,小铁24h自助台球(南宁广西大学夜市街店),108.294788,22.835089
450100,南宁市,体育休闲服务,运动场馆,台球厅,星火台球俱乐部,108.190593,22.823594
450100,南宁市,体育休闲服务,运动场馆,台球厅,宾阳县战云台球俱乐部,108.811416,23.215176
450100,南宁市,体育休闲服务,运动场馆,台球厅,超冠台球俱乐部(武鸣汽车总站),108.279451,23.152686
450100,南宁市,体育休闲服务,运动场馆,台球厅,盟宝久斯台球俱乐部(长堽店),108.341415,22.830532
450100,南宁市,体育休闲服务,运动场馆,台球厅,八洛克台球俱乐部(宽达生活广场店),108.317734,22.870362
450100,南宁市,体育休闲服务,运动场馆,台球厅,谈小娱24h自助台球(埌西村二组店),108.363729,22.805642
450100,南宁市,体育休闲服务,运动场馆,台球厅,八号台球棋牌俱乐部,108.294669,22.837839
450100,南宁市,体育休闲服务,运动场馆,台球厅,天泽台球俱乐部,108.225449,22.854660
450100,南宁市,体育休闲服务,运动场馆,台球厅,万众台球俱乐部(蒲庙店),108.483169,22.757354
450100,南宁市,体育休闲服务,运动场馆,台球厅,零一台球,108.298560,23.139941
450100,南宁市,体育休闲服务,运动场馆,台球厅,星弧台球俱乐部,108.318070,22.822596
450100,南宁市,体育休闲服务,运动场馆,台球厅,右岸台球俱乐部,108.821229,23.218175
450100,南宁市,体育休闲服务,运动场馆,赛马场,天骄部落马场,108.350499,22.942928
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,雅里球馆,108.295784,22.808941
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,聚宝羽毛球馆,108.333865,22.824786
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,邕跃羽毛球馆,108.442680,22.776504
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,星羽球馆,108.254216,22.831212
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,歆燃羽毛球馆,108.232075,22.859425
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,南宁市兴宁区佳德羽毛球馆,108.364881,22.867063
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,壮汉羽毛球场,108.283850,22.822751
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,京界羽毛球馆,108.278045,22.822718
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,体强羽毛球馆,108.279928,22.770746
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,南宁俸天羽毛球馆,108.430960,22.809277
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,南宁市胡伟羽毛球馆,108.456709,22.762226
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,燃羽球馆,108.295461,23.139328
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,星运羽毛球馆,108.325443,22.794287
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,启超羽毛球馆,108.220201,22.848695
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,宝力球馆,108.420626,22.788678
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,南宁高新区健行羽毛球运动馆,108.326693,22.876855
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,广西体育中心羽毛球馆,108.390894,22.753688
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,建川羽毛球馆,108.455015,22.795964
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,南宁市羽翼24小时羽毛球馆(空调场地),108.279053,22.751686
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,薰风·飞鸿羽毛球馆,108.302027,22.862133
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,国土羽毛球馆,108.392294,22.797651
450100,南宁市,体育休闲服务,运动场馆,羽毛球场,星空球馆,108.302992,22.832952
